OTU_ID	MSM5LLHZ_P	taxonomy
OTU4995	0.0	['Unclassified']
976470	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__', 'g__', |s__']
OTU4046	0.0	['Unclassified']
1684221	0.0	['k__Bacteria', 'p__Proteobacteria', 'c__Deltaproteobacteria', 'o__Desulfovibrionales', 'f__Desulfovibrionaceae', 'g__Desulfovibrio', |s__C21_c20']
3251419	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Lachnospiraceae', 'g__', |s__']
2979308	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Ruminococcaceae', 'g__Ruminococcus', |s__']
OTU3889	0.0	['Unclassified']
195919	0.0	['k__Bacteria', 'p__Bacteroidetes', 'c__Bacteroidia', 'o__Bacteroidales', 'f__S24-7', 'g__', |s__']
370086	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Ruminococcaceae', 'g__', |s__']
580521	2.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Ruminococcaceae', 'g__', |s__']
272209	0.0	['k__Bacteria', 'p__Bacteroidetes', 'c__Bacteroidia', 'o__Bacteroidales', 'f__S24-7', 'g__', |s__']
355424	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Lachnospiraceae', 'g__', |s__']
OTU848	0.0	['Unclassified']
609964	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__[Tissierellaceae]', 'g__Peptoniphilus', |s__']
823732	0.0	['k__Bacteria', 'p__Actinobacteria', 'c__Actinobacteria', 'o__Actinomycetales', 'f__ACK-M1', 'g__', |s__']
561537	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Veillonellaceae', 'g__Veillonella', |s__']
523589	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Clostridiaceae', 'g__Clostridium', |s__neonatale']
OTU2317	0.0	['Unclassified']
OTU4579	0.0	['Unclassified']
OTU2160	0.0	['Unclassified']
OTU5001	0.0	['Unclassified']
OTU5004	0.0	['Unclassified']
OTU2909	0.0	['Unclassified']
OTU4571	0.0	['Unclassified']
OTU2904	0.0	['Unclassified']
OTU2903	0.0	['Unclassified']
842786	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Ruminococcaceae', 'g__Oscillospira', |s__']
369555	6.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Ruminococcaceae', 'g__Ruminococcus', |s__']
174846	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Ruminococcaceae', 'g__Faecalibacterium', |s__prausnitzii']
289730	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Clostridiaceae', 'g__SMB53', |s__']
366237	2.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Lachnospiraceae', 'g__Blautia', |s__']
964067	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__', 'g__', |s__']
308157	1.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Ruminococcaceae', 'g__', |s__']
1146798	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Lachnospiraceae', 'g__Epulopiscium', |s__']
258099	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Ruminococcaceae', 'g__', |s__']
OTU1886	0.0	['Unclassified']
OTU3413	0.0	['Unclassified']
OTU3412	0.0	['Unclassified']
OTU3411	0.0	['Unclassified']
OTU3417	0.0	['Unclassified']
OTU4376	0.0	['Unclassified']
OTU3415	0.0	['Unclassified']
OTU3414	0.0	['Unclassified']
OTU4379	0.0	['Unclassified']
562369	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__', 'g__', |s__']
OTU4444	0.0	['Unclassified']
OTU5174	0.0	['Unclassified']
843569	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Peptococcaceae', 'g__', |s__']
OTU5170	0.0	['Unclassified']
OTU5171	3.0	['Unclassified']
369429	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__', 'g__', |s__']
336696	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Ruminococcaceae', 'g__', |s__']
336691	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Ruminococcaceae', 'g__', |s__']
2797565	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__[Mogibacteriaceae]', 'g__', |s__']
4341886	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Ruminococcaceae', 'g__', |s__']
OTU4199	0.0	['Unclassified']
OTU4624	0.0	['Unclassified']
OTU4197	0.0	['Unclassified']
OTU4196	0.0	['Unclassified']
OTU4195	0.0	['Unclassified']
OTU4193	0.0	['Unclassified']
OTU4192	0.0	['Unclassified']
OTU4191	0.0	['Unclassified']
OTU2397	0.0	['Unclassified']
OTU3529	0.0	['Unclassified']
OTU4756	0.0	['Unclassified']
OTU3526	0.0	['Unclassified']
OTU3525	0.0	['Unclassified']
556247	1.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__', 'g__', |s__']
OTU3523	1.0	['Unclassified']
OTU4200	0.0	['Unclassified']
OTU4841	0.0	['Unclassified']
349459	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Ruminococcaceae', 'g__', |s__']
1019878	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Veillonellaceae', 'g__Veillonella', |s__dispar']
OTU4683	0.0	['Unclassified']
OTU4682	0.0	['Unclassified']
413996	0.0	['k__Bacteria', 'p__Bacteroidetes', 'c__Bacteroidia', 'o__Bacteroidales', 'f__S24-7', 'g__', |s__']
581079	110.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Ruminococcaceae', 'g__Oscillospira', |s__']
OTU4684	0.0	['Unclassified']
OTU1061	0.0	['Unclassified']
166637	1.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Lachnospiraceae', 'g__Dorea', |s__']
OTU1067	0.0	['Unclassified']
OTU4847	0.0	['Unclassified']
OTU2726	0.0	['Unclassified']
197427	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__', 'g__', |s__']
183517	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__', 'g__', |s__']
204126	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Ruminococcaceae', 'g__Oscillospira', |s__']
327298	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Clostridiaceae', 'g__Clostridium', |s__']
134265	0.0	['k__Bacteria', 'p__Bacteroidetes', 'c__Bacteroidia', 'o__Bacteroidales', 'f__Prevotellaceae', 'g__Prevotella', |s__']
OTU3633	0.0	['Unclassified']
324244	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Ruminococcaceae', 'g__', |s__']
OTU3636	0.0	['Unclassified']
1866742	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__[Tissierellaceae]', 'g__Parvimonas', |s__']
OTU1114	1.0	['Unclassified']
329703	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Lachnospiraceae', 'g__', |s__']
586453	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Christensenellaceae', 'g__', |s__']
205309	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Ruminococcaceae', 'g__', |s__']
OTU1118	0.0	['Unclassified']
300378	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Clostridiaceae', 'g__', |s__']
197517	0.0	['k__Bacteria', 'p__Bacteroidetes', 'c__Bacteroidia', 'o__Bacteroidales', 'f__[Barnesiellaceae]', 'g__', |s__']
265182	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Ruminococcaceae', 'g__Oscillospira', |s__']
368175	6.0	['k__Bacteria', 'p__Actinobacteria', 'c__Coriobacteriia', 'o__Coriobacteriales', 'f__Coriobacteriaceae', 'g__Collinsella', |s__aerofaciens']
146086	2.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Lachnospiraceae', 'g__', |s__']
3648884	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Lachnospiraceae', 'g__Coprococcus', |s__']
193850	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Ruminococcaceae', 'g__', |s__']
OTU4744	0.0	['Unclassified']
OTU3746	0.0	['Unclassified']
OTU3742	0.0	['Unclassified']
567715	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Lachnospiraceae', 'g__Blautia', |s__']
OTU2692	0.0	['Unclassified']
264325	0.0	['k__Bacteria', 'p__Bacteroidetes', 'c__Bacteroidia', 'o__Bacteroidales', 'f__Rikenellaceae', 'g__', |s__']
4331006	0.0	['k__Bacteria', 'p__Bacteroidetes', 'c__Bacteroidia', 'o__Bacteroidales', 'f__Prevotellaceae', 'g__Prevotella', |s__']
OTU4213	0.0	['Unclassified']
362539	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Lachnospiraceae', 'g__', |s__']
OTU1806	0.0	['Unclassified']
OTU1807	0.0	['Unclassified']
OTU1805	0.0	['Unclassified']
OTU1802	0.0	['Unclassified']
OTU1803	0.0	['Unclassified']
OTU1800	0.0	['Unclassified']
1017413	0.0	['k__Bacteria', 'p__Proteobacteria', 'c__Gammaproteobacteria', 'o__Pasteurellales', 'f__Pasteurellaceae', 'g__Haemophilus', |s__']
1111191	1.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Lachnospiraceae', 'g__[Ruminococcus]', |s__gnavus']
4449244	0.0	['k__Bacteria', 'p__Fusobacteria', 'c__Fusobacteriia', 'o__Fusobacteriales', 'f__Fusobacteriaceae', 'g__Fusobacterium', |s__']
346275	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__', 'g__', |s__']
400443	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__', 'g__', |s__']
OTU3248	0.0	['Unclassified']
OTU3249	0.0	['Unclassified']
OTU4962	0.0	['Unclassified']
OTU4963	0.0	['Unclassified']
OTU3240	0.0	['Unclassified']
OTU4966	0.0	['Unclassified']
OTU4967	0.0	['Unclassified']
1111350	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Ruminococcaceae', 'g__', |s__']
543553	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Ruminococcaceae', 'g__Oscillospira', |s__']
583656	0.0	['k__Bacteria', 'p__Bacteroidetes', 'c__Bacteroidia', 'o__Bacteroidales', 'f__Bacteroidaceae', 'g__Bacteroides', |s__']
1026498	0.0	['k__Bacteria', 'p__Proteobacteria', 'c__Betaproteobacteria', 'o__Neisseriales', 'f__Neisseriaceae', 'g__Eikenella', |s__']
180842	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Lachnospiraceae', 'g__[Ruminococcus]', |s__']
4178726	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Lachnospiraceae', 'g__Dorea', |s__']
1019823	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__[Tissierellaceae]', 'g__Peptoniphilus', |s__']
437137	0.0	['k__Bacteria', 'p__Proteobacteria', 'c__Betaproteobacteria', 'o__Burkholderiales', 'f__Alcaligenaceae', 'g__Sutterella', |s__']
OTU618	1.0	['Unclassified']
851938	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Erysipelotrichi', 'o__Erysipelotrichales', 'f__Erysipelotrichaceae', 'g__Bulleidia', |s__moorei']
OTU612	0.0	['Unclassified']
OTU614	1.0	['Unclassified']
OTU616	0.0	['Unclassified']
OTU3331	0.0	['Unclassified']
OTU2204	0.0	['Unclassified']
OTU2207	0.0	['Unclassified']
568952	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__', 'g__', |s__']
OTU2202	0.0	['Unclassified']
OTU1297	0.0	['Unclassified']
850462	25.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__', 'g__', |s__']
786449	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Lachnospiraceae', 'g__', |s__']
4296242	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Veillonellaceae', 'g__Megasphaera', |s__']
531495	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Peptococcaceae', 'g__', |s__']
211720	0.0	['k__Bacteria', 'p__Proteobacteria', 'c__Alphaproteobacteria', 'o__RF32', 'f__', 'g__', |s__']
337403	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__', 'g__', |s__']
296257	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Lachnospiraceae', 'g__Blautia', |s__']
916143	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Veillonellaceae', 'g__Phascolarctobacterium', |s__']
344525	0.0	['k__Bacteria', 'p__Bacteroidetes', 'c__Bacteroidia', 'o__Bacteroidales', 'f__Bacteroidaceae', 'g__Bacteroides', |s__eggerthii']
OTU298	0.0	['Unclassified']
OTU3206	0.0	['Unclassified']
339351	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__', 'g__', |s__']
197725	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__', 'g__', |s__']
OTU1666	0.0	['Unclassified']
804621	0.0	['k__Bacteria', 'p__Actinobacteria', 'c__Actinobacteria', 'o__Actinomycetales', 'f__Actinomycetaceae', 'g__Mobiluncus', |s__']
899714	2.0	['k__Bacteria', 'p__Verrucomicrobia', 'c__Verrucomicrobiae', 'o__Verrucomicrobiales', 'f__Verrucomicrobiaceae', 'g__Akkermansia', |s__muciniphila']
OTU1663	0.0	['Unclassified']
OTU2116	0.0	['Unclassified']
208790	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Lachnospiraceae', 'g__', |s__']
4466220	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__', 'g__', |s__']
268352	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Erysipelotrichi', 'o__Erysipelotrichales', 'f__Erysipelotrichaceae', 'g__Allobaculum', |s__']
OTU4989	0.0	['Unclassified']
361845	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Lachnospiraceae', 'g__', |s__']
359984	2.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Ruminococcaceae', 'g__', |s__']
834677	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Ruminococcaceae', 'g__', |s__']
288613	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Lachnospiraceae', 'g__', |s__']
266777	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__[Tissierellaceae]', 'g__Peptoniphilus', |s__']
195929	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Lachnospiraceae', 'g__Coprococcus', |s__']
308760	0.0	['k__Bacteria', 'p__Tenericutes', 'c__Mollicutes', 'o__RF39', 'f__', 'g__', |s__']
299441	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Ruminococcaceae', 'g__', |s__']
184211	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__', 'g__', |s__']
447141	0.0	['k__Bacteria', 'p__Bacteroidetes', 'c__Bacteroidia', 'o__Bacteroidales', 'f__S24-7', 'g__', |s__']
778758	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__', 'g__', |s__']
4251079	0.0	['k__Bacteria', 'p__Proteobacteria', 'c__Alphaproteobacteria', 'o__Rickettsiales', 'f__mitochondria', 'g__Lardizabala', |s__biternata']
OTU3360	0.0	['Unclassified']
OTU1927	0.0	['Unclassified']
355746	0.0	['k__Bacteria', 'p__Bacteroidetes', 'c__Bacteroidia', 'o__Bacteroidales', 'f__S24-7', 'g__', |s__']
228748	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Christensenellaceae', 'g__', |s__']
OTU2975	0.0	['Unclassified']
309963	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Lachnospiraceae', 'g__', |s__']
196831	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Ruminococcaceae', 'g__Oscillospira', |s__']
1107335	0.0	['k__Bacteria', 'p__Proteobacteria', 'c__Gammaproteobacteria', 'o__Pseudomonadales', 'f__Moraxellaceae', 'g__Acinetobacter', |s__']
341953	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Lachnospiraceae', 'g__Blautia', |s__']
OTU1271	0.0	['Unclassified']
577512	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__', 'g__', |s__']
OTU1479	0.0	['Unclassified']
OTU1477	0.0	['Unclassified']
830014	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__', 'g__', |s__']
OTU1473	0.0	['Unclassified']
589277	26.0	['k__Bacteria', 'p__Bacteroidetes', 'c__Bacteroidia', 'o__Bacteroidales', 'f__Bacteroidaceae', 'g__Bacteroides', |s__']
189312	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Ruminococcaceae', 'g__', |s__']
574793	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Ruminococcaceae', 'g__', |s__']
527988	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Eubacteriaceae', 'g__Anaerofustis', |s__']
355291	0.0	['k__Bacteria', 'p__Bacteroidetes', 'c__Bacteroidia', 'o__Bacteroidales', 'f__Bacteroidaceae', 'g__Bacteroides', |s__']
179319	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Lachnospiraceae', 'g__Dorea', |s__']
OTU4134	0.0	['Unclassified']
OTU4363	0.0	['Unclassified']
OTU4365	0.0	['Unclassified']
OTU3406	0.0	['Unclassified']
324015	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__', 'g__', |s__']
OTU4368	0.0	['Unclassified']
OTU4369	0.0	['Unclassified']
309361	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Ruminococcaceae', 'g__', |s__']
OTU4018	0.0	['Unclassified']
OTU2809	0.0	['Unclassified']
OTU5108	0.0	['Unclassified']
589114	1.0	['k__Bacteria', 'p__Firmicutes', 'c__Bacilli', 'o__Lactobacillales', 'f__Lactobacillaceae', 'g__Lactobacillus', |s__']
OTU5100	0.0	['Unclassified']
359509	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__', 'g__', |s__']
2136916	0.0	['k__Bacteria', 'p__Lentisphaerae', 'c__[Lentisphaeria]', 'o__Victivallales', 'f__Victivallaceae', 'g__Victivallis', |s__vadensis']
365118	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Lachnospiraceae', 'g__Coprococcus', |s__']
366794	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Ruminococcaceae', 'g__', |s__']
OTU4563	0.0	['Unclassified']
308502	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Peptostreptococcaceae', 'g__', |s__']
OTU1581	0.0	['Unclassified']
OTU4568	0.0	['Unclassified']
791522	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Lachnospiraceae', 'g__', |s__']
OTU4188	0.0	['Unclassified']
OTU4189	1.0	['Unclassified']
323583	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Ruminococcaceae', 'g__Ruminococcus', |s__']
OTU4187	0.0	['Unclassified']
OTU4180	0.0	['Unclassified']
342025	0.0	['k__Bacteria', 'p__Fusobacteria', 'c__Fusobacteriia', 'o__Fusobacteriales', 'f__Fusobacteriaceae', 'g__Fusobacterium', |s__']
336375	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Lachnospiraceae', 'g__', |s__']
OTU3538	0.0	['Unclassified']
2901970	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Lachnospiraceae', 'g__', |s__']
OTU3536	0.0	['Unclassified']
OTU4015	0.0	['Unclassified']
OTU4742	2.0	['Unclassified']
OTU4740	0.0	['Unclassified']
OTU3533	0.0	['Unclassified']
OTU1057	0.0	['Unclassified']
277081	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__', 'g__', |s__']
314204	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Clostridiaceae', 'g__', |s__']
OTU1059	0.0	['Unclassified']
548556	0.0	['k__Bacteria', 'p__Tenericutes', 'c__Mollicutes', 'o__Mycoplasmatales', 'f__Mycoplasmataceae', 'g__Mycoplasma', |s__']
OTU4690	0.0	['Unclassified']
OTU1296	0.0	['Unclassified']
OTU4696	0.0	['Unclassified']
OTU1290	0.0	['Unclassified']
159007	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__', 'g__', |s__']
581003	1.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__', 'g__', |s__']
510233	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Ruminococcaceae', 'g__', |s__']
349482	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__', 'g__', |s__']
OTU2599	0.0	['Unclassified']
OTU2595	0.0	['Unclassified']
231510	0.0	['k__Bacteria', 'p__Actinobacteria', 'c__Coriobacteriia', 'o__Coriobacteriales', 'f__Coriobacteriaceae', 'g__Adlercreutzia', |s__']
OTU2593	0.0	['Unclassified']
153084	0.0	['k__Bacteria', 'p__Proteobacteria', 'c__Betaproteobacteria', 'o__Burkholderiales', 'f__Comamonadaceae', 'g__Variovorax', |s__paradoxus']
OTU2757	0.0	['Unclassified']
240252	0.0	['k__Bacteria', 'p__Proteobacteria', 'c__Alphaproteobacteria', 'o__Rhodospirillales', 'f__Acetobacteraceae', 'g__Acidocella', |s__']
1111448	0.0	['k__Bacteria', 'p__Bacteroidetes', 'c__Bacteroidia', 'o__Bacteroidales', 'f__S24-7', 'g__', |s__']
261161	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__', 'g__', |s__']
OTU3621	0.0	['Unclassified']
1835985	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__', 'g__', |s__']
534926	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Lachnospiraceae', 'g__Anaerostipes', |s__']
OTU3626	0.0	['Unclassified']
OTU1121	0.0	['Unclassified']
349024	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Bacilli', 'o__Lactobacillales', 'f__Streptococcaceae', 'g__Streptococcus', |s__']
OTU1129	0.0	['Unclassified']
694641	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Lachnospiraceae', 'g__', |s__']
193840	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Lachnospiraceae', 'g__', |s__']
4404459	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__', 'g__', |s__']
271476	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Lachnospiraceae', 'g__[Ruminococcus]', |s__gnavus']
1105343	1.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Clostridiaceae', 'g__Clostridium', |s__']
510524	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Ruminococcaceae', 'g__', |s__']
OTU3754	0.0	['Unclassified']
1084865	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Bacilli', 'o__Bacillales', 'f__Staphylococcaceae', 'g__Staphylococcus', |s__']
OTU3757	0.0	['Unclassified']
4349867	0.0	['k__Bacteria', 'p__Tenericutes', 'c__Mollicutes', 'o__RF39', 'f__', 'g__', |s__']
102222	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Bacilli', 'o__Lactobacillales', 'f__Lactobacillaceae', 'g__Pediococcus', |s__acidilactici']
113397	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__', 'g__', |s__']
OTU2162	0.0	['Unclassified']
1076818	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Lachnospiraceae', 'g__', |s__']
346686	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Ruminococcaceae', 'g__Oscillospira', |s__']
558420	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Clostridiaceae', 'g__Clostridium', |s__']
367068	0.0	['k__Bacteria', 'p__Actinobacteria', 'c__Coriobacteriia', 'o__Coriobacteriales', 'f__Coriobacteriaceae', 'g__Slackia', |s__']
