OTU_ID	MSM5LLHZ_P	taxonomy
505587	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__[Tissierellaceae]', 'g__Finegoldia', |s__']
592372	6.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Ruminococcaceae', 'g__Ruminococcus', |s__']
806751	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Ruminococcaceae', 'g__', |s__']
OTU2672	0.0	['Unclassified']
559527	50.0	['k__Bacteria', 'p__Actinobacteria', 'c__Actinobacteria', 'o__Bifidobacteriales', 'f__Bifidobacteriaceae', 'g__Bifidobacterium', |s__longum']
OTU2678	0.0	['Unclassified']
4326869	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Ruminococcaceae', 'g__Ruminococcus', |s__']
OTU2261	0.0	['Unclassified']
2423305	0.0	['k__Bacteria', 'p__Actinobacteria', 'c__Coriobacteriia', 'o__Coriobacteriales', 'f__Coriobacteriaceae', 'g__', |s__']
OTU4159	0.0	['Unclassified']
OTU4153	0.0	['Unclassified']
OTU4152	0.0	['Unclassified']
195258	0.0	['k__Bacteria', 'p__Bacteroidetes', 'c__Bacteroidia', 'o__Bacteroidales', 'f__Bacteroidaceae', 'g__Bacteroides', |s__']
342075	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__', 'g__', |s__']
185659	2.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Veillonellaceae', 'g__Acidaminococcus', |s__']
300041	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Ruminococcaceae', 'g__', |s__']
875709	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Lachnospiraceae', 'g__', |s__']
554346	0.0	['k__Bacteria', 'p__Proteobacteria', 'c__Gammaproteobacteria', 'o__Vibrionales', 'f__Vibrionaceae', 'g__Photobacterium', |s__']
358798	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Lachnospiraceae', 'g__Blautia', |s__']
4451152	0.0	['k__Bacteria', 'p__Bacteroidetes', 'c__Bacteroidia', 'o__Bacteroidales', 'f__Bacteroidaceae', 'g__Bacteroides', |s__']
323154	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Lachnospiraceae', 'g__', |s__']
OTU1027	0.0	['Unclassified']
1077373	0.0	['k__Bacteria', 'p__Bacteroidetes', 'c__Bacteroidia', 'o__Bacteroidales', 'f__Prevotellaceae', 'g__Prevotella', |s__']
OTU1023	0.0	['Unclassified']
OTU1029	0.0	['Unclassified']
270707	0.0	['k__Bacteria', 'p__Bacteroidetes', 'c__Bacteroidia', 'o__Bacteroidales', 'f__S24-7', 'g__', |s__']
135952	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Erysipelotrichi', 'o__Erysipelotrichales', 'f__Erysipelotrichaceae', 'g__Allobaculum', |s__']
70580	0.0	['k__Bacteria', 'p__Proteobacteria', 'c__Gammaproteobacteria', 'o__Pasteurellales', 'f__Pasteurellaceae', 'g__Actinobacillus', |s__porcinus']
OTU3075	0.0	['Unclassified']
OTU3077	0.0	['Unclassified']
211212	12.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Lachnospiraceae', 'g__', |s__']
OTU3072	0.0	['Unclassified']
636296	113.0	['k__Bacteria', 'p__Proteobacteria', 'c__Betaproteobacteria', 'o__Burkholderiales', 'f__Alcaligenaceae', 'g__Sutterella', |s__']
OTU1809	0.0	['Unclassified']
OTU3079	0.0	['Unclassified']
OTU3672	0.0	['Unclassified']
274935	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__', 'g__', |s__']
4472721	0.0	['k__Bacteria', 'p__Bacteroidetes', 'c__Bacteroidia', 'o__Bacteroidales', 'f__[Odoribacteraceae]', 'g__Odoribacter', |s__']
OTU4969	0.0	['Unclassified']
198774	0.0	['k__Bacteria', 'p__Actinobacteria', 'c__Coriobacteriia', 'o__Coriobacteriales', 'f__Coriobacteriaceae', 'g__Adlercreutzia', |s__']
OTU4792	0.0	['Unclassified']
820346	0.0	['k__Bacteria', 'p__Proteobacteria', 'c__Gammaproteobacteria', 'o__Enterobacteriales', 'f__Enterobacteriaceae', 'g__', |s__']
536910	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Lachnospiraceae', 'g__', |s__']
198190	0.0	['k__Bacteria', 'p__Bacteroidetes', 'c__Bacteroidia', 'o__Bacteroidales', 'f__Porphyromonadaceae', 'g__Parabacteroides', |s__distasonis']
323778	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Lachnospiraceae', 'g__', |s__']
OTU2002	0.0	['Unclassified']
OTU3242	0.0	['Unclassified']
OTU3118	0.0	['Unclassified']
190766	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Clostridiaceae', 'g__Clostridium', |s__']
OTU3113	0.0	['Unclassified']
556508	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Lachnospiraceae', 'g__', |s__']
1028283	0.0	['k__Bacteria', 'p__Bacteroidetes', 'c__Bacteroidia', 'o__Bacteroidales', 'f__Prevotellaceae', 'g__Prevotella', |s__']
OTU3114	0.0	['Unclassified']
175508	0.0	['k__Bacteria', 'p__Actinobacteria', 'c__Coriobacteriia', 'o__Coriobacteriales', 'f__Coriobacteriaceae', 'g__', |s__']
OTU3785	0.0	['Unclassified']
360808	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Ruminococcaceae', 'g__', |s__']
OTU2413	0.0	['Unclassified']
OTU2417	0.0	['Unclassified']
434089	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Ruminococcaceae', 'g__', |s__']
OTU728	0.0	['Unclassified']
562410	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Christensenellaceae', 'g__', |s__']
71165	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__', 'g__', |s__']
OTU723	0.0	['Unclassified']
OTU722	0.0	['Unclassified']
OTU4926	0.0	['Unclassified']
OTU3207	0.0	['Unclassified']
OTU4924	0.0	['Unclassified']
OTU3205	0.0	['Unclassified']
369354	0.0	['k__Bacteria', 'p__Actinobacteria', 'c__Coriobacteriia', 'o__Coriobacteriales', 'f__Coriobacteriaceae', 'g__', |s__']
287924	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Lachnospiraceae', 'g__', |s__']
OTU3208	0.0	['Unclassified']
OTU3209	0.0	['Unclassified']
OTU2301	0.0	['Unclassified']
175619	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Ruminococcaceae', 'g__Ruminococcus', |s__']
768553	0.0	['k__Bacteria', 'p__Proteobacteria', 'c__Gammaproteobacteria', 'o__Enterobacteriales', 'f__Enterobacteriaceae', 'g__Proteus', |s__']
OTU2469	0.0	['Unclassified']
OTU349	0.0	['Unclassified']
OTU438	0.0	['Unclassified']
OTU434	0.0	['Unclassified']
OTU431	0.0	['Unclassified']
1107027	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Bacilli', 'o__Lactobacillales', 'f__Lactobacillaceae', 'g__Lactobacillus', |s__']
OTU3603	0.0	['Unclassified']
295312	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__', 'g__', |s__']
342666	1.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Clostridiaceae', 'g__', |s__']
312586	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Lachnospiraceae', 'g__', |s__']
179861	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__', 'g__', |s__']
OTU3840	0.0	['Unclassified']
OTU4813	0.0	['Unclassified']
OTU3843	0.0	['Unclassified']
OTU4814	0.0	['Unclassified']
186714	0.0	['k__Bacteria', 'p__Bacteroidetes', 'c__Bacteroidia', 'o__Bacteroidales', 'f__[Paraprevotellaceae]', 'g__[Prevotella]', |s__']
517548	0.0	['k__Bacteria', 'p__Proteobacteria', 'c__Gammaproteobacteria', 'o__Pasteurellales', 'f__Pasteurellaceae', 'g__Haemophilus', |s__']
OTU2240	0.0	['Unclassified']
OTU4818	0.0	['Unclassified']
OTU2242	0.0	['Unclassified']
OTU2246	0.0	['Unclassified']
314406	0.0	['k__Bacteria', 'p__Bacteroidetes', 'c__Bacteroidia', 'o__Bacteroidales', 'f__Porphyromonadaceae', 'g__Parabacteroides', |s__']
585480	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Lachnospiraceae', 'g__Anaerostipes', |s__']
591439	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__[Mogibacteriaceae]', 'g__', |s__']
421792	0.0	['k__Bacteria', 'p__Bacteroidetes', 'c__Bacteroidia', 'o__Bacteroidales', 'f__S24-7', 'g__', |s__']
2897325	0.0	['k__Bacteria', 'p__Proteobacteria', 'c__Deltaproteobacteria', 'o__Desulfovibrionales', 'f__Desulfovibrionaceae', 'g__Bilophila', |s__']
308956	0.0	['k__Bacteria', 'p__Bacteroidetes', 'c__Bacteroidia', 'o__Bacteroidales', 'f__Porphyromonadaceae', 'g__Porphyromonas', |s__endodontalis']
848615	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__', 'g__', |s__']
294856	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Eubacteriaceae', 'g__Pseudoramibacter_Eubacterium', |s__']
328747	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__', 'g__', |s__']
532922	214.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Ruminococcaceae', 'g__Oscillospira', |s__']
311587	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__', 'g__', |s__']
107044	0.0	['k__Bacteria', 'p__Bacteroidetes', 'c__Bacteroidia', 'o__Bacteroidales', 'f__Rikenellaceae', 'g__Alistipes', |s__massiliensis']
550793	0.0	['k__Bacteria', 'p__Bacteroidetes', 'c__Bacteroidia', 'o__Bacteroidales', 'f__S24-7', 'g__', |s__']
338796	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Ruminococcaceae', 'g__Oscillospira', |s__']
370075	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__[Mogibacteriaceae]', 'g__', |s__']
591540	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Lachnospiraceae', 'g__Coprococcus', |s__']
350091	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__', 'g__', |s__']
110514	0.0	['k__Bacteria', 'p__Cyanobacteria', 'c__Chloroplast', 'o__Streptophyta', 'f__', 'g__', |s__']
OTU4675	0.0	['Unclassified']
111771	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__', 'g__', |s__']
OTU1528	0.0	['Unclassified']
308598	4.0	['k__Bacteria', 'p__Bacteroidetes', 'c__Bacteroidia', 'o__Bacteroidales', 'f__Bacteroidaceae', 'g__Bacteroides', |s__ovatus']
232900	0.0	['k__Bacteria', 'p__Actinobacteria', 'c__Coriobacteriia', 'o__Coriobacteriales', 'f__Coriobacteriaceae', 'g__', |s__']
OTU1524	0.0	['Unclassified']
OTU1520	0.0	['Unclassified']
351309	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__', 'g__', |s__']
338570	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__', 'g__', |s__']
OTU611	0.0	['Unclassified']
207340	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__[Mogibacteriaceae]', 'g__', |s__']
406247	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__', 'g__', |s__']
366752	1.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__', 'g__', |s__']
OTU2932	0.0	['Unclassified']
988375	1.0	['k__Bacteria', 'p__Bacteroidetes', 'c__Bacteroidia', 'o__Bacteroidales', 'f__[Odoribacteraceae]', 'g__Butyricimonas', |s__']
OTU4038	0.0	['Unclassified']
233981	0.0	['k__Bacteria', 'p__Proteobacteria', 'c__Gammaproteobacteria', 'o__Enterobacteriales', 'f__Enterobacteriaceae', 'g__Morganella', |s__morganii']
358944	2.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__', 'g__', |s__']
OTU5039	0.0	['Unclassified']
110192	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Ruminococcaceae', 'g__Oscillospira', |s__']
OTU5033	0.0	['Unclassified']
267536	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__[Mogibacteriaceae]', 'g__', |s__']
OTU5031	0.0	['Unclassified']
524725	0.0	['k__Bacteria', 'p__Actinobacteria', 'c__Coriobacteriia', 'o__Coriobacteriales', 'f__Coriobacteriaceae', 'g__Atopobium', |s__']
535901	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Veillonellaceae', 'g__Dialister', |s__']
OTU5034	0.0	['Unclassified']
OTU1231	0.0	['Unclassified']
323231	0.0	['k__Bacteria', 'p__Bacteroidetes', 'c__Bacteroidia', 'o__Bacteroidales', 'f__Bacteroidaceae', 'g__Bacteroides', |s__']
258202	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__', 'g__', |s__']
OTU1236	0.0	['Unclassified']
1099914	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__[Tissierellaceae]', 'g__Peptoniphilus', |s__']
OTU1450	0.0	['Unclassified']
368698	2.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Lachnospiraceae', 'g__', |s__']
1146291	0.0	['k__Bacteria', 'p__Actinobacteria', 'c__Actinobacteria', 'o__Actinomycetales', 'f__Corynebacteriaceae', 'g__Corynebacterium', |s__']
1722623	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Bacilli', 'o__Lactobacillales', 'f__Lactobacillaceae', 'g__Lactobacillus', |s__']
1066410	0.0	['k__Bacteria', 'p__Actinobacteria', 'c__Actinobacteria', 'o__Actinomycetales', 'f__Actinomycetaceae', 'g__Actinomyces', |s__']
520931	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Ruminococcaceae', 'g__Oscillospira', |s__']
4404181	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Ruminococcaceae', 'g__', |s__']
197072	0.0	['k__Bacteria', 'p__Bacteroidetes', 'c__Bacteroidia', 'o__Bacteroidales', 'f__Bacteroidaceae', 'g__Bacteroides', |s__uniformis']
OTU3682	0.0	['Unclassified']
OTU3681	0.0	['Unclassified']
OTU3686	0.0	['Unclassified']
OTU3687	0.0	['Unclassified']
OTU3684	0.0	['Unclassified']
297744	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__[Mogibacteriaceae]', 'g__', |s__']
OTU5146	0.0	['Unclassified']
OTU3448	0.0	['Unclassified']
OTU3449	0.0	['Unclassified']
OTU4499	0.0	['Unclassified']
OTU4326	0.0	['Unclassified']
OTU4495	0.0	['Unclassified']
OTU4320	0.0	['Unclassified']
OTU4321	0.0	['Unclassified']
OTU3442	0.0	['Unclassified']
OTU4323	0.0	['Unclassified']
2222	0.0	['k__Bacteria', 'p__Bacteroidetes', 'c__Bacteroidia', 'o__Bacteroidales', 'f__Prevotellaceae', 'g__Prevotella', |s__pallens']
366352	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Ruminococcaceae', 'g__', |s__']
329820	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Erysipelotrichi', 'o__Erysipelotrichales', 'f__Erysipelotrichaceae', 'g__[Eubacterium]', |s__biforme']
OTU4350	0.0	['Unclassified']
527630	1.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Clostridiaceae', 'g__', |s__']
191222	6.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Ruminococcaceae', 'g__Oscillospira', |s__']
4375664	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Veillonellaceae', 'g__Megasphaera', |s__']
270391	0.0	['k__Bacteria', 'p__Bacteroidetes', 'c__Bacteroidia', 'o__Bacteroidales', 'f__Rikenellaceae', 'g__', |s__']
OTU2649	0.0	['Unclassified']
578995	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Lachnospiraceae', 'g__', |s__']
OTU2646	0.0	['Unclassified']
1906635	0.0	['k__Bacteria', 'p__Bacteroidetes', 'c__Bacteroidia', 'o__Bacteroidales', 'f__Bacteroidaceae', 'g__Bacteroides', |s__caccae']
OTU4148	0.0	['Unclassified']
372348	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Ruminococcaceae', 'g__Ruminococcus', |s__']
4303213	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__[Tissierellaceae]', 'g__Parvimonas', |s__']
OTU4140	0.0	['Unclassified']
554338	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Lachnospiraceae', 'g__Blautia', |s__producta']
358781	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Ruminococcaceae', 'g__', |s__']
311820	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Lachnospiraceae', 'g__', |s__']
4225004	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Lachnospiraceae', 'g__Dorea', |s__']
173744	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Veillonellaceae', 'g__Megasphaera', |s__']
128382	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Veillonellaceae', 'g__Dialister', |s__']
OTU1013	0.0	['Unclassified']
OTU1017	0.0	['Unclassified']
166848	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Lachnospiraceae', 'g__', |s__']
544859	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Ruminococcaceae', 'g__', |s__']
587269	3.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Lachnospiraceae', 'g__Blautia', |s__producta']
342397	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Lachnospiraceae', 'g__[Ruminococcus]', |s__gnavus']
2564646	0.0	['k__Bacteria', 'p__Bacteroidetes', 'c__Bacteroidia', 'o__Bacteroidales', 'f__Bacteroidaceae', 'g__Bacteroides', |s__uniformis']
539581	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Erysipelotrichi', 'o__Erysipelotrichales', 'f__Erysipelotrichaceae', 'g__[Eubacterium]', |s__dolichum']
362501	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Lachnospiraceae', 'g__Coprococcus', |s__eutactus']
OTU4439	0.0	['Unclassified']
173900	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Lachnospiraceae', 'g__', |s__']
OTU2798	0.0	['Unclassified']
518040	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__', 'g__', |s__']
OTU5123	0.0	['Unclassified']
OTU3662	0.0	['Unclassified']
185824	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Lachnospiraceae', 'g__', |s__']
OTU3668	0.0	['Unclassified']
OTU2795	0.0	['Unclassified']
351794	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Lachnospiraceae', 'g__', |s__']
362470	1.0	['k__Bacteria', 'p__Firmicutes', 'c__Erysipelotrichi', 'o__Erysipelotrichales', 'f__Erysipelotrichaceae', 'g__cc_115', |s__']
OTU4340	0.0	['Unclassified']
198184	1.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Ruminococcaceae', 'g__Ruminococcus', |s__']
OTU3421	0.0	['Unclassified']
OTU2789	0.0	['Unclassified']
752354	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Lachnospiraceae', 'g__Coprococcus', |s__']
4352875	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Ruminococcaceae', 'g__Oscillospira', |s__']
2497335	0.0	['k__Bacteria', 'p__Bacteroidetes', 'c__Bacteroidia', 'o__Bacteroidales', 'f__Porphyromonadaceae', 'g__Parabacteroides', |s__distasonis']
714231	0.0	['k__Bacteria', 'p__Proteobacteria', 'c__Gammaproteobacteria', 'o__Xanthomonadales', 'f__Xanthomonadaceae', 'g__Rhodanobacter', |s__']
OTU2424	0.0	['Unclassified']
OTU2427	0.0	['Unclassified']
172233	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Ruminococcaceae', 'g__', |s__']
OTU2422	0.0	['Unclassified']
OTU3654	0.0	['Unclassified']
846798	0.0	['k__Bacteria', 'p__Bacteroidetes', 'c__Bacteroidia', 'o__Bacteroidales', 'f__[Barnesiellaceae]', 'g__', |s__']
OTU3868	0.0	['Unclassified']
195061	0.0	['k__Bacteria', 'p__Actinobacteria', 'c__Coriobacteriia', 'o__Coriobacteriales', 'f__Coriobacteriaceae', 'g__Adlercreutzia', |s__']
3794053	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Lachnospiraceae', 'g__Dorea', |s__']
369182	1.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Lachnospiraceae', 'g__', |s__']
3304796	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Lachnospiraceae', 'g__Roseburia', |s__']
300853	24.0	['k__Bacteria', 'p__Bacteroidetes', 'c__Bacteroidia', 'o__Bacteroidales', 'f__[Paraprevotellaceae]', 'g__CF231', |s__']
OTU3273	0.0	['Unclassified']
587041	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__', 'g__', |s__']
OTU3270	0.0	['Unclassified']
OTU3277	0.0	['Unclassified']
OTU5153	0.0	['Unclassified']
533847	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Ruminococcaceae', 'g__Oscillospira', |s__']
OTU3279	0.0	['Unclassified']
OTU1834	0.0	['Unclassified']
OTU1833	0.0	['Unclassified']
OTU1830	0.0	['Unclassified']
OTU2330	0.0	['Unclassified']
339031	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Ruminococcaceae', 'g__Ruminococcus', |s__']
353149	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Lachnospiraceae', 'g__', |s__']
463361	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Bacilli', 'o__Lactobacillales', 'f__Lactobacillaceae', 'g__Lactobacillus', |s__']
195115	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Lachnospiraceae', 'g__', |s__']
846464	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Ruminococcaceae', 'g__', |s__']
528753	1.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Veillonellaceae', 'g__Phascolarctobacterium', |s__']
1029165	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__[Tissierellaceae]', 'g__Anaerococcus', |s__']
310886	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Ruminococcaceae', 'g__Oscillospira', |s__']
OTU402	0.0	['Unclassified']
OTU4741	0.0	['Unclassified']
183288	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Lachnospiraceae', 'g__Coprococcus', |s__']
271647	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__', 'g__', |s__']
4452634	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Clostridiaceae', 'g__Clostridium', |s__']
OTU881	0.0	['Unclassified']
826382	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Lachnospiraceae', 'g__', |s__']
OTU1788	0.0	['Unclassified']
574038	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Lachnospiraceae', 'g__', |s__']
OTU1783	0.0	['Unclassified']
OTU1785	0.0	['Unclassified']
659361	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Lachnospiraceae', 'g__Dorea', |s__']
OTU1786	0.0	['Unclassified']
182886	0.0	['k__Bacteria', 'p__Bacteroidetes', 'c__Bacteroidia', 'o__Bacteroidales', 'f__Bacteroidaceae', 'g__Bacteroides', |s__uniformis']
OTU3653	0.0	['Unclassified']
OTU3309	0.0	['Unclassified']
1090059	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Bacilli', 'o__Lactobacillales', 'f__Carnobacteriaceae', 'g__Granulicatella', |s__']
OTU3877	0.0	['Unclassified']
194443	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Ruminococcaceae', 'g__', |s__']
OTU3301	0.0	['Unclassified']
OTU3300	0.0	['Unclassified']
2670715	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Clostridiaceae', 'g__Clostridium', |s__']
216111	0.0	['k__Bacteria', 'p__Firmicutes', 'c__Clostridia', 'o__Clostridiales', 'f__Lachnospiraceae', 'g__', |s__']
OTU3895	0.0	['Unclassified']
